"id","Status_Final","Rank_Valid","Prop_Sens_AB_OK","Prop_Sens_C_Reject","Prop_Info_B_OK","Prop_Info_A_Reject","Mean_Sens_A","Mean_Sens_B","Mean_Sens_AB","Mean_Sens_C","Mean_Info_A","Mean_Info_B","Mean_Info_C","Information_Contrast_B_A","Semantic_Contrast_AB_C","Total_Prop_Visual_Error","Prop_Visual_Error_A","Prop_Visual_Error_B","Prop_Visual_Error_C"
147,"Selected_Tier_2",69,0.872340425531915,0.851851851851852,0.875,0.565217391304348,6.21739130434783,6.16666666666667,6.19148936170213,1.59259259259259,3.60869565217391,6.125,1.74074074074074,2.51630434782609,4.59889676910954,0.175675675675676,0.0869565217391304,0.25,0.185185185185185
139,"Selected_Tier_2",70,0.866666666666667,0.958333333333333,0.869565217391304,0.590909090909091,6.40909090909091,5.82608695652174,6.11111111111111,1.20833333333333,3.31818181818182,5.82608695652174,1.20833333333333,2.50790513833992,4.90277777777778,0.072463768115942,0.0454545454545455,0.0434782608695652,0.125
14,"Selected_Tier_2",71,0.895833333333333,0.95,0.761904761904762,0.592592592592593,6.85185185185185,5.33333333333333,6.1875,1.2,3.18518518518519,5.66666666666667,1.15,2.48148148148148,4.9875,0.0294117647058824,0,0,0.1
49,"Selected_Tier_2",72,0.823529411764706,0.772727272727273,0.772727272727273,0.620689655172414,6.06896551724138,5.27272727272727,5.72549019607843,2,3.06896551724138,5.54545454545455,2.27272727272727,2.47648902821317,3.72549019607843,0.136986301369863,0.137931034482759,0.0454545454545455,0.227272727272727
104,"Selected_Tier_2",73,0.823529411764706,0.954545454545455,0.818181818181818,0.620689655172414,5.68965517241379,6.54545454545455,6.05882352941176,1.27272727272727,3.51724137931034,5.95454545454545,1.27272727272727,2.43730407523511,4.78609625668449,0.164383561643836,0.0689655172413793,0,0.454545454545455
109,"Selected_Tier_2",74,0.829268292682927,0.857142857142857,0.714285714285714,0.65,6.6,5.57142857142857,6.07317073170732,1.80952380952381,3.05,5.47619047619048,1.80952380952381,2.42619047619048,4.26364692218351,0.0967741935483871,0.05,0,0.238095238095238
24,"Selected_Tier_2",75,0.886363636363636,1,0.772727272727273,0.590909090909091,6.59090909090909,5.5,6.04545454545455,1.04347826086957,3.22727272727273,5.59090909090909,1.1304347826087,2.36363636363636,5.00197628458498,0.0597014925373134,0.0454545454545455,0.0909090909090909,0.0434782608695652
84,"Selected_Tier_2",76,0.840909090909091,0.956521739130435,0.727272727272727,0.590909090909091,5.81818181818182,6.22727272727273,6.02272727272727,1.1304347826087,3.22727272727273,5.59090909090909,1.08695652173913,2.36363636363636,4.89229249011858,0.0746268656716418,0,0.0909090909090909,0.130434782608696
15,"Selected_Tier_2",77,0.761904761904762,0.827586206896552,0.666666666666667,0.80952380952381,6.95238095238095,4.23809523809524,5.59523809523809,1.48275862068966,2.28571428571429,4.61904761904762,1.44827586206897,2.33333333333333,4.11247947454844,0.112676056338028,0,0.142857142857143,0.172413793103448
123,"Selected_Tier_2",78,0.863636363636364,0.739130434782609,0.909090909090909,0.454545454545455,6.86363636363636,5.59090909090909,6.22727272727273,2,3.77272727272727,6.09090909090909,2.08695652173913,2.31818181818182,4.22727272727273,0.104477611940299,0,0.0909090909090909,0.217391304347826
116,"Selected_Tier_2",79,0.94,1,0.931034482758621,0.428571428571429,6.90476190476191,6.37931034482759,6.6,1.04545454545455,4.28571428571429,6.58620689655172,1.09090909090909,2.30049261083744,5.55454545454545,0.0416666666666667,0,0,0.136363636363636
135,"Selected_Tier_2",80,0.901960784313726,0.863636363636364,0.909090909090909,0.448275862068966,6.75862068965517,5.77272727272727,6.33333333333333,1.5,4.03448275862069,6.31818181818182,2,2.28369905956113,4.83333333333333,0.0684931506849315,0,0.0454545454545455,0.181818181818182
23,"Selected_Tier_3",81,0.755555555555556,0.875,0.695652173913043,0.636363636363636,6.5,4.65217391304348,5.55555555555556,1.5,2.95454545454545,5.21739130434783,1.45833333333333,2.26284584980237,4.05555555555556,0.246376811594203,0.136363636363636,0.0434782608695652,0.541666666666667
47,"Selected_Tier_3",82,0.886363636363636,0.956521739130435,0.863636363636364,0.409090909090909,5.95454545454545,6.68181818181818,6.31818181818182,1.1304347826087,4,6.09090909090909,1.17391304347826,2.09090909090909,5.18774703557312,0.149253731343284,0.0454545454545455,0,0.391304347826087
112,"Selected_Tier_3",83,0.8125,0.95,0.619047619047619,0.666666666666667,6.7037037037037,4.95238095238095,5.9375,1.3,2.92592592592593,4.95238095238095,1,2.02645502645503,4.6375,0.0735294117647059,0,0.0476190476190476,0.2
38,"Selected_Tier_3",84,0.882352941176471,0.904761904761905,0.555555555555556,0.75,6.83333333333333,5.59259259259259,6.17647058823529,1.38095238095238,2.5,4.51851851851852,1.0952380952381,2.01851851851852,4.79551820728291,0.0972222222222222,0.0416666666666667,0.185185185185185,0.0476190476190476
80,"Selected_Tier_3",85,0.88,0.818181818181818,0.862068965517241,0.428571428571429,6.42857142857143,6.3448275862069,6.38,2,4.19047619047619,6.20689655172414,1.81818181818182,2.01642036124795,4.38,0.0833333333333333,0.0476190476190476,0,0.227272727272727
33,"Selected_Tier_3",86,0.829787234042553,0.925925925925926,0.833333333333333,0.478260869565217,6.30434782608696,4.875,5.57446808510638,1.37037037037037,3.65217391304348,5.66666666666667,1.51851851851852,2.01449275362319,4.20409771473601,0.135135135135135,0.0434782608695652,0.0416666666666667,0.296296296296296
40,"Selected_Tier_3",87,0.916666666666667,1,0.714285714285714,0.518518518518518,6.77777777777778,5.76190476190476,6.33333333333333,1.1,3.66666666666667,5.66666666666667,1.15,2,5.23333333333333,0.0735294117647059,0.037037037037037,0.0952380952380952,0.1
46,"Selected_Tier_3",88,0.738095238095238,0.793103448275862,0.714285714285714,0.619047619047619,6.66666666666667,4.38095238095238,5.52380952380952,1.68965517241379,3.0952380952381,5.04761904761905,1.96551724137931,1.95238095238095,3.83415435139573,0.0845070422535211,0,0.0476190476190476,0.172413793103448
118,"Selected_Tier_3",89,0.731707317073171,1,0.666666666666667,0.55,6.45,4.42857142857143,5.41463414634146,1.0952380952381,3.4,5.33333333333333,1.38095238095238,1.93333333333333,4.31939605110337,0.0483870967741935,0.05,0,0.0952380952380952
127,"Selected_Tier_3",90,0.723404255319149,0.962962962962963,0.541666666666667,0.739130434782609,6.65217391304348,4.04166666666667,5.31914893617021,1.11111111111111,2.56521739130435,4.45833333333333,1.2962962962963,1.89311594202899,4.2080378250591,0.0405405405405405,0,0,0.111111111111111
9,"Selected_Tier_3",91,0.76,0.909090909090909,0.862068965517241,0.476190476190476,5.76190476190476,5.06896551724138,5.36,1.45454545454545,3.95238095238095,5.75862068965517,1.81818181818182,1.80623973727422,3.90545454545455,0.0555555555555556,0.0476190476190476,0,0.136363636363636
71,"Selected_Tier_3",92,0.8,0.916666666666667,0.652173913043478,0.590909090909091,6.54545454545455,4.60869565217391,5.55555555555556,1.45833333333333,3.45454545454545,5.21739130434783,1.625,1.76284584980237,4.09722222222222,0.202898550724638,0.0454545454545455,0.0869565217391304,0.458333333333333
85,"Selected_Tier_3",93,0.872340425531915,1,0.583333333333333,0.608695652173913,6.82608695652174,5.79166666666667,6.29787234042553,1.18518518518519,3,4.75,1.33333333333333,1.75,5.11268715524035,0.0810810810810811,0.0869565217391304,0,0.148148148148148
28,"Selected_Tier_3",94,0.875,0.8,0.80952380952381,0.481481481481481,6.62962962962963,5.80952380952381,6.27083333333333,1.65,3.88888888888889,5.61904761904762,1.5,1.73015873015873,4.62083333333333,0.0588235294117647,0,0.0476190476190476,0.15
77,"Selected_Tier_3",95,0.9,0.909090909090909,0.793103448275862,0.428571428571429,6.85714285714286,5.72413793103448,6.2,1.27272727272727,4.04761904761905,5.72413793103448,1.54545454545455,1.67651888341544,4.92727272727273,0.0833333333333333,0.0476190476190476,0,0.227272727272727
138,"Selected_Tier_3",96,0.647058823529412,0.863636363636364,0.5,0.724137931034483,5.51724137931035,4.63636363636364,5.13725490196078,1.5,2.62068965517241,4.27272727272727,1.95454545454545,1.65203761755486,3.63725490196078,0.178082191780822,0.206896551724138,0.227272727272727,0.0909090909090909
129,"Selected_Tier_3",97,0.780487804878049,0.904761904761905,0.7,0.571428571428571,6.09523809523809,5.45,5.78048780487805,1.52380952380952,3.85714285714286,5.5,1.76190476190476,1.64285714285714,4.25667828106852,0.0806451612903226,0.0952380952380952,0.05,0.0952380952380952
3,"Selected_Tier_3",98,0.979166666666667,0.95,0.952380952380952,0.259259259259259,6.74074074074074,6.80952380952381,6.77083333333333,1.1,4.88888888888889,6.42857142857143,1,1.53968253968254,5.67083333333333,0.0441176470588235,0,0,0.15
98,"Selected_Tier_3",99,0.8,0.909090909090909,0.827586206896552,0.380952380952381,6.47619047619048,5.3448275862069,5.82,1.40909090909091,4.42857142857143,5.93103448275862,1.27272727272727,1.50246305418719,4.41090909090909,0.0694444444444444,0,0.0344827586206897,0.181818181818182
